# IEL
ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID
3477	Polish	sun	164	ˈswɔɲʦɛ	swɔɲʦɛ	s w ɔ ɲ ʦ ɛ	1680
3478	Portuguese_ST	sun	164	sɔl	sɔl	s ɔ l	1681
3479	Russian	sun	164	'solntse	solntse	s o l n t s e	1680
3480	Spanish	sun	164	sol	sol	s o l	1681
3481	Bihari	sun	164	surj	surj	s u r j	1678
3482	Oriya	sun	164	surjyɔ	surjyɔ	s u r j yɔ	1678
# 
3483	Urdu	swell	165	suʤnə	suʤnə	s u ʤ n ə	1691
3484	Armenian_Mod	swell	165	uˈrɛl	urɛl	u r ɛ l	1684
3485	Catalan	swell	165	in'fla	infla	i n f l a	1687
3486	Czech	swell	165	opʊxnoʊ̯t	opʊxnoʊ̯t	o p ʊ x n oʊ̯ t	1688
3487	Breton_ST	swell	165	'xwe:zã	xweːzã	x w eː z ã	1686
3488	German	swell	165	'ʃvɛlən	ʃvɛlən	ʃ v ɛ l ə n	1689
3489	Italian	swell	165	gon'fjare	gonfjare	g o n f j a r e	1687
3490	Swedish	swell	165	'svala	svala	s v a l a	1689
3491	English	swell	165	swɛl	swɛl	s w ɛ l	1689
3492	French	swell	165	ɑ̃fle	ɑ̃fle	ɑ̃ f l e	1687
3493	Greek_Mod	swell	165	fuˈsko̞no̞	fusko̞no̞	f u s k o̞ n o̞	1690
3494	Portuguese_ST	swell	165	ĩˈʃaɾ	ĩʃaɾ	ĩ ʃ a ɾ	1693
3495	Russian	swell	165	'puxnutʲ	puxnutʲ	p u x n u tʲ	1688
3496	Spanish	swell	165	in'ʧaɾse	inʧaɾse	i n ʧ a ɾ s e	1694
3497	Danish	swell	165	ˈsvulmə	svulmə	s v u l m ə	1689
3498	Dutch_List	swell	165	'zwɛlə(n)	zwɛlən	z w ɛ l ə n	1689
3499	Bihari	swell	165	phuləb	pʰuləb	pʰ u l ə b	1685
3500	Breton_ST	swell	165	'kwẽ:vĩ	kwẽːvĩ	k w ẽː v ĩ	1695
3501	Polish	swell	165	ˈpɛ̃ʧɲɛʨ	pɛ̃ʧɲɛʨ	p ɛ̃ ʧ ɲ ɛ ʨ	1692
3502	Oriya	swell	165	phuliba	pʰuliba	pʰ u l i b a	1685
3503	Swedish	swell	165	'pø:sa	pøːsa	p øː s a	1696
3504	Marathi	swell	165	'sudzɳe	sudzɳe	s u d z ɳ e	1691
# 
3505	Urdu	swim	166	t̪ɛɾnə	t̪ɛɾnə	t̪ ɛ ɾ n ə	1706
3506	Armenian_Mod	swim	166	loˈʁɑl	loʁɑl	l o ʁ ɑ l	1697
3507	Breton_ST	swim	166	'nøjal, 'nœ̃:vĩ	nøjal	n ø j a l	1699
3508	Czech	swim	166	plavat	plavat	p l a v a t	1701
3509	German	swim	166	'ʃvɪmən	ʃvɪmən	ʃ v ɪ m ə n	1702
3510	Italian	swim	166	nwo'tare	nwotare	n w o t a r e	1700
3511	Danish	swim	166	ˈsvœmə	svœmə	s v œ m ə	1702
3512	Dutch_List	swim	166	'zwɛmə(n)	zwɛmən	z w ɛ m ə n	1702
3513	English	swim	166	swɪm	swɪm	s w ɪ m	1702
3514	French	swim	166	naʒe	naʒe	n a ʒ e	1700
3515	Greek_Mod	swim	166	ˌko̞liˈ(m)bo̞	ko̞limbo̞	k o̞ l i m b o̞	1703
3516	Marathi	swim	166	'poɦɳe	poɦɳe	p o ɦ ɳ e	1704
3517	Polish	swim	166	ˈpwɨvaʨ	pwɨvaʨ	p w ɨ v a ʨ	1701
3518	Portuguese_ST	swim	166	nɐˈdaɾ	nɐdaɾ	n ɐ d a ɾ	1700
3519	Russian	swim	166	plɨtʲ	plɨtʲ	p l ɨ tʲ	1701
3520	Spanish	swim	166	na'ðaɾ	naðaɾ	n a ð a ɾ	1700
3521	Bihari	swim	166	heləb	heləb	h e l ə b	1698
3522	Oriya	swim	166	pɔhɔ̃r-	pɔhɔ̃r	p ɔ h ɔ̃ r	1705
3523	Catalan	swim	166	nə'ða	nəða	n ə ð a	1700
# 
3524	Urdu	tail	167	d̪ʊm	d̪ʊm	d̪ ʊ m	1722
3525	Armenian_Mod	tail	167	poʧʰ	poʧʰ	p o ʧʰ	1707
3526	Catalan	tail	167	'kua	kua	k ua	1710
3527	Breton_ST	tail	167	lost	lost	l o s t	1709
3528	Czech	tail	167	otsas	otsas	o t s a s	1711
3529	German	tail	167	ʃvant͜s	ʃvant͜s	ʃ v a n t͜s	1715
3530	Italian	tail	167	'koda	koda	k o d a	1710
3531	Swedish	tail	167	ʃæʈ	ʃæʈ	ʃ æ ʈ	1713
3532	Danish	tail	167	'hɛ:lə	hɛːlə	h ɛː l ə	1712
3533	Dutch_List	tail	167	start	start	s t a r t	1713
3534	English	tail	167	teɪl	teɪl	t eɪ l	1714
3535	French	tail	167	kø	kø	k ø	1710
3536	Greek_Mod	tail	167	u'ra	ura	u r a	1716
3537	Marathi	tail	167	ʃepʈi:, ʃepu:ʈ	ʃepʈiː	ʃ e p ʈ iː	1717
3538	Polish	tail	167	ˈɔɡɔn	ɔɡɔn	ɔ ɡ ɔ n	1719
3539	Portuguese_ST	tail	167	ˈɾaβu	ɾaβu	ɾ a β u	1720
3540	Russian	tail	167	xvostʲ	xvostʲ	x v o s tʲ	1721
3541	Spanish	tail	167	'kola	kola	k o l a	1710
3542	Bihari	tail	167	nəŋgair	nəŋgair	n ə ŋ g ai r	1708
3543	Oriya	tail	167	lanjɔ	lanjɔ	l a n j ɔ	1718
3544	Swedish	tail	167	svans	svans	s v a n s	1715
3545	Portuguese_ST	tail	167	ˈkauðɐ	kauðɐ	k au ð ɐ	1710
# 
3546	Urdu	that	168	woʰ	woʰ	w oʰ	1734
3547	Armenian_Mod	that	168	ɑɪ̯n	ɑɪ̯n	ɑɪ̯ n	1723
3548	Breton_ST	that	168	ãn...-se	ãn...se	ã n s e	1725
3549	Czech	that	168	tamto	tamto	t a m t o	1727
3550	German	that	168	das	das	d a s	1729
3551	Swedish	that	168	'dɛnə, dɛna	dɛnə	d ɛ n ə	1728
3552	Danish	that	168	dεn, de	dɛn	d ɛ n	1728
3553	Dutch_List	that	168	di, dɑt, 'ɣenə	di	d i	1728
3554	English	that	168	ðæt	ðæt	ð æ t	1729
3555	Marathi	that	168	to, ti:, te	to	t o	1731
3556	Russian	that	168	tot	tot	t o t	1729
3557	German	that	168	je:nɐ	jeːnɐ	j eː n ɐ	1735
3558	Bihari	that	168	o	o	o	1724
3559	Greek_Mod	that	168	pu	pu	p u	1730
3560	Spanish	that	168	'ese	ese	e s e	1733
3561	Polish	that	168	ˈtamtɔ	tamtɔ	t a m t ɔ	1727
3562	Oriya	that	168	se(iṭa)	seiʈa	s ei ʈ a	1732
3563	Catalan	that	168	ə’kɛʎ	əkɛʎ	ə k ɛ ʎ	1726
# 
3564	Urdu	there	169	wəhɑ̃	wəhɑ̃	w ə h ɑ̃	1744
3565	Armenian_Mod	there	169	ɑɪ̯nˈtɛʁ	ɑɪ̯ntɛʁ	ɑɪ̯ n t ɛ ʁ	1736
3566	Catalan	there	169	ə’ki	əki	ə k i	1738
3567	Breton_ST	there	169	ˈaze	aze	a z e	1737
3568	Czech	there	169	tam	tam	t a m	1739
3569	German	there	169	dɔrt	dɔrt	d ɔ r t	1740
3570	Italian	there	169	la, ko'la, li	la	l a	1741
3571	Swedish	there	169	dɛːr	dɛːr	d ɛː r	1740
3572	Marathi	there	169	'tetʰe, 'titʰə	tetʰe	t e tʰ e	1742
3573	Polish	there	169	tam	tam	t a m	1739
3574	Russian	there	169	tam	tam	t a m	1739
3575	Danish	there	169	dεɐ̯	dɛɐ̯	d ɛɐ̯	1740
3576	English	there	169	ðɛə	ðɛə	ð ɛə	1740
3577	French	there	169	la	la	l a	1741
3578	Dutch_List	there	169	dar, ɑl'dar	dar	d a r	1740
3579	Spanish	there	169	a'i	ai	ai	1743
3580	Oriya	there	169	se(i)ṭhi	seiʈʰi	s ei ʈʰ i	1737
3581	Portuguese_ST	there	169	ɐˈi	ɐi	ɐi	1743
3582	Catalan	there	169	ə’ʎa	əʎa	ə ʎ a	1745
# 
3583	Urdu	they	170	woʰ	woʰ	w oʰ	1757
3584	Armenian_Mod	they	170	nəˈɾɑnkʰ	nəɾɑnkʰ	n ə ɾ ɑ n kʰ	1746
3585	Breton_ST	they	170	i, ĩnt	i	i	1748
3586	Czech	they	170	oɲɪ, onɪ, ona	oɲɪ	o ɲ ɪ	1749
3587	Italian	they	170	ko'loro	koloro	k o l o r o	1754
3588	Swedish	they	170	deː	deː	d eː	1750
3589	German	they	170	zi:	ziː	z iː	1751
3590	Danish	they	170	di	di	d i	1750
3591	Dutch_List	they	170	zɛi	zɛi	z ɛi	1751
3592	English	they	170	ðɛɪ	ðɛɪ	ð ɛɪ	1750
3593	French	they	170	il, ɛl	il	i l	1752
3594	Marathi	they	170	te, tja, ti:	te	t e	1750
3595	Polish	they	170	ˈɔni	ɔni	ɔ n i	1749
3596	Portuguese_ST	they	170	ˈelɨʃ	elɨʃ	e l ɨ ʃ	1756
3597	Russian	they	170	o'ni	oni	o n i	1749
3598	Spanish	they	170	'eʎos	eʎos	e ʎ o s	1756
3599	Bihari	they	170	osəb	osəb	o s ə b	1747
3600	Italian	they	170	es'si	essi	e sː i	1751
3601	Greek_Mod	they	170	afˈti	afti	a f t i	1753
3602	Oriya	they	170	semane	semane	s e m a n e	1755
# 
3603	Urdu	thick	171	ˈmo.ʈə	mo.ʈə	m o ʈ ə	1766
3604	Catalan	thick	171	gɾɔs	gɾɔs	g ɾ ɔ s	1761
3605	Czech	thick	171	tlʊstiː	tlʊstiː	t l ʊ s t iː	1762
3606	Breton_ST	thick	171	tew	tew	t e w	1760
3607	German	thick	171	dɪk	dɪk	d ɪ k	1763
3608	Italian	thick	171	'grɔsso	grɔsso	g r ɔ sː o	1761
3609	Swedish	thick	171	ɕɔk	ɕɔk	ɕ ɔ k	1763
3610	Danish	thick	171	d̥ʰyg̥ʰ	d̥ʰyg̥ʰ	d̥ʰ y g̥ʰ	1763
3611	Dutch_List	thick	171	dɪk	dɪk	d ɪ k	1763
3612	English	thick	171	θɪk	θɪk	θ ɪ k	1763
3613	French	thick	171	epɛ	epɛ	e p ɛ	1764
3614	Greek_Mod	thick	171	xo̞ˈ(n)dro̞s	xo̞ndro̞s	x o̞ n d r o̞ s	1765
3615	Russian	thick	171	'tolstɨj	tolstɨj	t o l s t ɨ j	1762
3616	Bihari	thick	171	ghən	gʱən	gʱ ə n	1759
3617	Spanish	thick	171	'ɡoɾðo	ɡoɾðo	ɡ o ɾ ð o	1761
3618	Polish	thick	171	ˈɡɛ̃stɨ	ɡɛ̃stɨ	ɡ ɛ̃ s t ɨ	1762
3619	Oriya	thick	171	moṭa	moʈa	m o ʈ a	1766
3620	Catalan	thick	171	gɾu’ʃut	gɾuʃut	g ɾ u ʃ u t	1761
3621	Catalan	thick	171	əs'pɛs	əspɛs	ə s p ɛ s	1764
3622	Armenian_Mod	thick	171	hɑst	hɑst	h ɑ s t	1758
3623	Marathi	thick	171	'gʰəʈʈə	gʰəʈʈə	gʰ ə ʈː ə	1759
3624	Portuguese_ST	thick	171	ɨʃˈpesu	ɨʃpesu	ɨ ʃ p e s u	1764
# 
3625	Urdu	thin	172	ˈpət.lə	pət.lə	p ə t l ə	1768
3626	Catalan	thin	172	flak	flak	f l a k	1770
3627	Breton_ST	thin	172	mwã:n	mwãːn	m w ãː n	1769
3628	Czech	thin	172	tɛŋkiː	tɛŋkiː	t ɛ ŋ k iː	1771
3629	German	thin	172	dʏn	dʏn	d ʏ n	1772
3630	Italian	thin	172	sot'tile	sottile	s o tː i l e	1768
3631	Swedish	thin	172	tɵn	tɵn	t ɵ n	1772
3632	Danish	thin	172	d̥ʰøn	d̥ʰøn	d̥ʰ ø n	1772
3633	Dutch_List	thin	172	dʏn	dʏn	d ʏ n	1772
3634	English	thin	172	θɪn	θɪn	θ ɪ n	1772
3635	French	thin	172	mɛ̃s	mɛ̃s	m ɛ̃ s	1773
3636	Marathi	thin	172	'patəɭ	patəɭ	p a t ə ɭ	1768
3637	Polish	thin	172	ˈʨɛ̃nkʲi	ʨɛ̃nkʲi	ʨ ɛ̃ n kʲ i	1771
3638	Russian	thin	172	'tonkɨj	tonkɨj	t o n k ɨ j	1771
3639	Spanish	thin	172	del'ɣaðo	delɣaðo	d e l ɣ a ð o	1777
3640	Bihari	thin	172	patər	patər	p a t ə r	1768
3641	Breton_ST	thin	172	'tã:naw	tãːnaw	t ãː n a w	1778
3642	Spanish	thin	172	'flako	flako	f l a k o	1770
3643	Greek_Mod	thin	172	le̞ˈpto̞s	le̞pto̞s	l e̞ p t o̞ s	1774
3644	Oriya	thin	172	sɔrua	sɔrua	s ɔ r ua	1775
3645	Armenian_Mod	thin	172	bɑˈɾɑk	bɑɾɑk	b ɑ ɾ ɑ k	1767
3646	Marathi	thin	172	ba'ɾi:k	baɾiːk	b a ɾ iː k	1767
3647	Marathi	thin	172	ɾoɖ	ɾoɖ	ɾ o ɖ	1780
3648	Portuguese_ST	thin	172	ˈfinu	finu	f i n u	1776
3649	Catalan	thin	172	pɾim	pɾim	p ɾ i m	1779
# 
3650	Urdu	think	173	soʧnə	soʧnə	s o ʧ n ə	1791
3651	Armenian_Mod	think	173	mətɑˈʦɛl	mətɑʦɛl	m ə t ɑ ʦ ɛ l	1781
3652	Czech	think	173	mɪslɛt	mɪslɛt	m ɪ s l ɛ t	1785
3653	Breton_ST	think	173	'sɔ̃:ʒal	sɔ̃ːʒal	s ɔ̃ː ʒ a l	1783
3654	German	think	173	'dɛŋkn̩	dɛŋkn̩	d ɛ ŋ k n̩	1787
3655	Italian	think	173	pen'sare	pensare	p e n s a r e	1784
3656	Swedish	think	173	'tɛŋka	tɛŋka	t ɛ ŋ k a	1787
3657	French	think	173	pɑ̃se	pɑ̃se	p ɑ̃ s e	1784
3658	Greek_Mod	think	173	ˈsce̞fto̞ˌme̞	sce̞fto̞me̞	s c e̞ f t o̞ m e̞	1788
3659	Polish	think	173	ˈmɨɕlɛʨ	mɨɕlɛʨ	m ɨ ɕ l ɛ ʨ	1785
3660	Portuguese_ST	think	173	pẽˈsaɾ	pẽsaɾ	p ẽ s a ɾ	1784
3661	Russian	think	173	'dumatʲ	dumatʲ	d u m a tʲ	1790
3662	Spanish	think	173	pen'saɾ	pensaɾ	p e n s a ɾ	1784
3663	Danish	think	173	ˈd̥ʰεŋ g̥ʰə	d̥ʰɛŋ#g̥ʰə	d̥ʰ ɛ ŋ # g̥ʰ ə	1786
3664	Dutch_List	think	173	'dɛŋkə(n)	dɛŋkən	d ɛ ŋ k ə n	1787
3665	English	think	173	θɪŋk	θɪŋk	θ ɪ ŋ k	1787
3666	Bihari	think	173	bicar kərəb	bicar#kərəb	b i c a r # k ə r ə b	1782
3667	Breton_ST	think	173	'mɛjzã	mɛjzã	m ɛ j z ã	1781
3668	Greek_Mod	think	173	no̞ˈmizo̞	no̞mizo̞	n o̞ m i z o̞	1792
3669	Oriya	think	173	dharɔṇa	dʱarɔɳa	dʱ a r ɔ ɳ a	1789
3670	Oriya	think	173	bhaḷ-	bʱaɭ	bʱ a ɭ	1793
3671	Catalan	think	173	pən'sa, pen'saɾ	pənsa	p ə n s a	1784
3672	Marathi	think	173	'witʃaɾ kəɾ'ɳe	wiʧaɾ#kəɾɳe	w i ʧ a ɾ # k ə ɾ ɳ e	1782
# 
3673	Urdu	this	174	jeʰ	jeʰ	j eʰ	1802
3674	Armenian_Mod	this	174	ɑɪ̯s	ɑɪ̯s	ɑɪ̯ s	1794
3675	Breton_ST	this	174	ãn...-mã	ãn...mã	ã n m ã	1796
3676	Czech	this	174	toto	toto	t o t o	1797
3677	German	this	174	di:s	diːs	d iː s	1798
3678	Swedish	this	174	dɛn, dɛ	dɛn	d ɛ n	1797
3679	Danish	this	174	ˈd̥εnə, ˈd̥εd̥ə	d̥ɛnə	d̥ ɛ n ə	1797
3680	Dutch_List	this	174	'dezə, dɪt	dezə	d e z ə	1798
3681	English	this	174	ðɪs	ðɪs	ð ɪ s	1798
3682	Marathi	this	174	ɦa, ɦi:, ɦe	ɦa	ɦ a	1799
3683	Russian	this	174	'etot	etot	e t o t	1801
3684	Bihari	this	174	i	i	i	1795
3685	Polish	this	174	tɔ	tɔ	t ɔ	1797
3686	Oriya	this	174	e(iṭa)	eiʈa	ei ʈ a	1800
# 
3687	Urdu	thou	175	t̪u	t̪u	t̪ u	1804
3688	Catalan	thou	175	tu	tu	t u	1804
3689	Armenian_Mod	thou	175	du	du	d u	1803
3690	Czech	thou	175	tɪ	tɪ	t ɪ	1804
3691	Breton_ST	thou	175	te:	teː	t eː	1804
3692	German	thou	175	du:	duː	d uː	1804
3693	Italian	thou	175	tu	tu	t u	1803
3694	Swedish	thou	175	dʉ	dʉ	d ʉ	1804
3695	Danish	thou	175	du	du	d u	1804
3696	Dutch_List	thou	175	ɣɛi	ɣɛi	ɣ ɛi	1803
3697	English	thou	175	ðaʊ	ðaʊ	ð aʊ	1804
3698	French	thou	175	ty	ty	t y	1804
3699	Greek_Mod	thou	175	e̞ˈsi	e̞si	e̞ s i	1805
3700	Marathi	thou	175	tu:	tuː	t uː	1806
3701	Polish	thou	175	tɨ	tɨ	t ɨ	1804
3702	Portuguese_ST	thou	175	tu	tu	t u	1804
3703	Russian	thou	175	tɨ	tɨ	t ɨ	1804
3704	Spanish	thou	175	tu	tu	t u	1803
3705	Dutch_List	thou	175	jə	jə	j ə	1807
3706	Spanish	thou	175	us'teð	usteð	u s t e ð	1808
3707	Oriya	thou	175	tumɔ	tumɔ	t u m ɔ	1804
3708	Oriya	thou	175	to	to	t o	1804
3709	Oriya	thou	175	apɔṇɔ-nkɔ	apɔɳɔnkɔ	a p ɔ ɳ ɔ n k ɔ	1809
# 
3710	Urdu	three	176	t̝in	t̝in	t̝ i n	1811
3711	Armenian_Mod	three	176	jɛˈɾɛkʰ	jɛɾɛkʰ	j ɛ ɾ ɛ kʰ	1810
3712	Catalan	three	176	trɛs	trɛs	t r ɛ s	1812
3713	Breton_ST	three	176	tri:	triː	t r iː	1812
3714	Czech	three	176	tr̝̊ɪ	tr̝ɪ	t r̝ ɪ	1812
3715	German	three	176	dra‿i	drai	d r ai	1812
3716	Italian	three	176	tre	tre	t r e	1812
3717	Swedish	three	176	treː	treː	t r eː	1812
3718	Greek_Mod	three	176	ˈtriˌa	tria	t r ia	1812
3719	Marathi	three	176	ti:n	tiːn	t iː n	1811
3720	Polish	three	176	tʃɨ	ʧɨ	ʧ ɨ	1813
3721	Portuguese_ST	three	176	tɾeʃ	tɾeʃ	t ɾ e ʃ	1812
3722	Russian	three	176	tri	tri	t r i	1812
3723	Spanish	three	176	tɾes	tɾes	t ɾ e s	1812
3724	Dutch_List	three	176	dri	dri	d r i	1812
3725	French	three	176	tʀwa	tʀwa	t ʀ w a	1812
3726	English	three	176	θri:	θriː	θ r iː	1812
3727	Danish	three	176	d̥ʰʁε	d̥ʰʁɛ	d̥ʰ ʁ ɛ	1812
3728	Bihari	three	176	tin	tin	t i n	1811
3729	Oriya	three	176	tini	tini	t i n i	1811
# 
3730	Urdu	throw	177	pʰẽknə	pʰẽknə	pʰ ẽ k n ə	1815
3731	Breton_ST	throw	177	'tø:lɛr	tøːlɛr	t øː l ɛ r	1816
3732	Czech	throw	177	ɦaːzɛt	ɦaːzɛt	ɦ aː z ɛ t	1818
3733	Italian	throw	177	dʒet'tare	dʒettare	d ʒ e tː a r e	1821
3734	Swedish	throw	177	'kasta	kasta	k a s t a	1819
3735	German	throw	177	'vɛrfn̩	vɛrfn̩	v ɛ r f n̩	1820
3736	Danish	throw	177	g̥ʰasd̥ʰə	g̥ʰasd̥ʰə	g̥ʰ a s d̥ʰ ə	1819
3737	Dutch_List	throw	177	'wɛrpə(n)	wɛrpən	w ɛ r p ə n	1820
3738	English	throw	177	θrəʊ	θrəʊ	θ r əʊ	1817
3739	French	throw	177	ʒəte	ʒəte	ʒ ə t e	1821
3740	Greek_Mod	throw	177	ˈrixno̞	rixno̞	r i x n o̞	1822
3741	Marathi	throw	177	'pʰekɳe	pʰekɳe	pʰ e k ɳ e	1815
3742	Polish	throw	177	ˈʒuʦaʨ	ʒuʦaʨ	ʒ u ʦ a ʨ	1824
3743	Portuguese_ST	throw	177	lɐ̃ˈsaɾ	lɐ̃saɾ	l ɐ̃ s a ɾ	1825
3744	Russian	throw	177	bro'satʲ	brosatʲ	b r o s a tʲ	1824
3745	Bihari	throw	177	phekəb	pʰekəb	pʰ e k ə b	1815
3746	Dutch_List	throw	177	'smɛitə(n)	smɛitən	s m ɛi t ə n	1821
3747	Portuguese_ST	throw	177	ɐtiˈɾaɾ	ɐtiɾaɾ	ɐ t i ɾ a ɾ	1817
3748	Swedish	throw	177	'slɛŋa	slɛŋa	s l ɛ ŋ a	1827
3749	Spanish	throw	177	ti'ɾaɾ	tiɾaɾ	t i ɾ a ɾ	1817
3750	Catalan	throw	177	ti'ɾa	tiɾa	t i ɾ a	1817
3751	Oriya	throw	177	phing-	pʰing	pʰ i n g	1823
3752	Oriya	throw	177	phopaḍiba	pʰopaɖiba	pʰ o p a ɖ i b a	1826
3753	Armenian_Mod	throw	177	nɛˈtɛl	nɛtɛl	n ɛ t ɛ l	1814
# 
3754	Urdu	tie	178	bɑ̃d̪ʰnə	bɑ̃d̪ʰnə	b ɑ̃ d̪ʰ n ə	1832
3755	Catalan	tie	178	u'ni	uni	u n i	1830
3756	Armenian_Mod	tie	178	kɑˈpɛl	kɑpɛl	k ɑ p ɛ l	1828
3757	Czech	tie	178	vaːza	vaːza	v aː z a	1831
3758	Breton_ST	tie	178	'skulmã	skulmã	s k u l m ã	1829
3759	German	tie	178	'bɪndn̩	bɪndn̩	b ɪ n d n̩	1832
3760	Italian	tie	178	le'gare	legare	l e g a r e	1834
3761	Swedish	tie	178	'binda	binda	b i n d a	1832
3762	Danish	tie	178	ˈb̥enə	b̥enə	b̥ e n ə	1832
3763	Dutch_List	tie	178	'bɪndə(n)	bɪndən	b ɪ n d ə n	1832
3764	English	tie	178	taɪ	taɪ	t aɪ	1833
3765	French	tie	178	lje	lje	l j e	1834
3766	Greek_Mod	tie	178	ˈðe̞no̞	ðe̞no̞	ð e̞ n o̞	1830
3767	Marathi	tie	178	'bãndʰɳe	bãndʰɳe	b ã n dʰ ɳ e	1832
3768	Polish	tie	178	ˈvʲɔ̃zaʨ	vʲɔ̃zaʨ	vʲ ɔ̃ z a ʨ	1831
3769	Portuguese_ST	tie	178	ɐˈtaɾ	ɐtaɾ	ɐ t a ɾ	1836
3770	Russian	tie	178	'vʲazatʲ	vʲazatʲ	vʲ a z a tʲ	1831
3771	Spanish	tie	178	a'taɾ	ataɾ	a t a ɾ	1836
3772	Dutch_List	tie	178	'knopə(n)	knopən	k n o p ə n	1837
3773	Oriya	tie	178	bɔndh-	bɔndʱ	b ɔ n dʱ	1835
3774	Catalan	tie	178	ʎi'ɣa	ʎiɣa	ʎ i ɣ a	1834
# 
3775	Urdu	tongue	179	zəbɑn	zəbɑn	z ə b ɑ n	1846
3776	Armenian_Mod	tongue	179	lɛˈzu	lɛzu	l ɛ z u	1838
3777	Catalan	tongue	179	'ʎɛŋɡwə, 'ʎeŋɡwa	ʎɛŋɡwə	ʎ ɛ ŋ ɡ w ə	1841
3778	Breton_ST	tongue	179	tɛwt	tɛwt	t ɛ w t	1840
3779	Czech	tongue	179	jazɪk	jazɪk	j a z ɪ k	1842
3780	German	tongue	179	't͜sʊŋə	t͜sʊŋə	t͜s ʊ ŋ ə	1843
3781	Italian	tongue	179	'lingwa	lingwa	l i n g w a	1841
3782	Swedish	tongue	179	ˈtɵŋa	tɵŋa	t ɵ ŋ a	1843
3783	Danish	tongue	179	d̥ʰɔŋə	d̥ʰɔŋə	d̥ʰ ɔ ŋ ə	1843
3784	Dutch_List	tongue	179	tɔŋ	tɔŋ	t ɔ ŋ	1843
3785	English	tongue	179	tʌŋ	tʌŋ	t ʌ ŋ	1843
3786	French	tongue	179	lɑ̃g	lɑ̃g	l ɑ̃ g	1841
3787	Greek_Mod	tongue	179	ˈɣlo̞sa	ɣlo̞sa	ɣ l o̞ s a	1844
3788	Marathi	tongue	179	dʒibʰ	dʒibʰ	d ʒ i bʰ	1845
3789	Polish	tongue	179	ˈjɛ̃zɨk	jɛ̃zɨk	j ɛ̃ z ɨ k	1842
3790	Portuguese_ST	tongue	179	ˈlĩguɐ	lĩguɐ	l ĩ g uɐ	1841
3791	Russian	tongue	179	ja'zɨk	jazɨk	j a z ɨ k	1842
3792	Spanish	tongue	179	'leŋɡwa	leŋɡwa	l e ŋ ɡ w a	1841
3793	Bihari	tongue	179	jiu	jiu	j iu	1839
3794	Oriya	tongue	179	jibhɔ	jibʱɔ	j i bʱ ɔ	1839
# 
3795	Urdu	tooth	180	d̪ɑ̃t̪	d̪ɑ̃t̪	d̪ ɑ̃ t̪	1848
3796	Catalan	tooth	180	den, dent	den	d e n	1848
3797	Armenian_Mod	tooth	180	ɑˈtɑm	ɑtɑm	ɑ t ɑ m	1847
3798	Breton_ST	tooth	180	dãnt	dãnt	d ã n t	1848
3799	Czech	tooth	180	zʊp	zʊp	z ʊ p	1849
3800	German	tooth	180	t͜sa:n	t͜saːn	t͜s aː n	1848
3801	Italian	tooth	180	'dɛnte	dɛnte	d ɛ n t e	1848
3802	Swedish	tooth	180	tand	tand	t a n d	1848
3803	Greek_Mod	tooth	180	ˈðo̞(n)di	ðo̞ndi	ð o̞ n d i	1848
3804	Marathi	tooth	180	dat	dat	d a t	1848
3805	Polish	tooth	180	zɔ̃p	zɔ̃p	z ɔ̃ p	1849
3806	Portuguese_ST	tooth	180	ˈdẽtɨ	dẽtɨ	d ẽ t ɨ	1848
3807	Russian	tooth	180	zub	zub	z u b	1851
3808	Spanish	tooth	180	'djente	djente	d j e n t e	1848
3809	Danish	tooth	180	d̥ʰan	d̥ʰan	d̥ʰ a n	1848
3810	Dutch_List	tooth	180	tɑnt	tɑnt	t ɑ n t	1848
3811	English	tooth	180	tu:θ	tuːθ	t uː θ	1850
3812	French	tooth	180	dɑ̃	dɑ̃	d ɑ̃	1848
3813	Russian	tooth	180	des'na	desna	d e s n a	1852
3814	Bihari	tooth	180	dãt	dãt	d ã t	1848
3815	Oriya	tooth	180	dantɔ	dantɔ	d a n t ɔ	1848
# 
3816	Urdu	tree	181	d̪ɾəχt	d̪ɾəχt	d̪ ɾ ə χ t	1864
3817	Armenian_Mod	tree	181	ʦɑr	ʦɑr	ʦ ɑ r	1853
3818	Catalan	tree	181	'aßɾə	aβɾə	a β ɾ ə	1856
3819	Breton_ST	tree	181	gwe:s	gweːs	g w eː s	1855
3820	Czech	tree	181	strom	strom	s t r o m	1857
3821	German	tree	181	ba‿um	baum	b au m	1859
3822	Italian	tree	181	'albero	albero	a l b e r o	1860
3823	Swedish	tree	181	trɛ:d	trɛːd	t r ɛː d	1858
3824	Danish	tree	181	d̥ʰʁɛ	d̥ʰʁɛ	d̥ʰ ʁ ɛ	1858
3825	Dutch_List	tree	181	bom	bom	b o m	1859
3826	English	tree	181	tri:	triː	t r iː	1858
3827	French	tree	181	aʀbʀ	aʀbʀ	a ʀ b ʀ	1860
3828	Greek_Mod	tree	181	ˈðe̞n̪ðro̞	ðe̞n̪ðro̞	ð e̞ n̪ ð r o̞	1861
3829	Marathi	tree	181	dzʰaɖ	dzʰaɖ	d zʰ a ɖ	1862
3830	Polish	tree	181	ˈdʒɛvɔ	dʒɛvɔ	d ʒ ɛ v ɔ	1863
3831	Portuguese_ST	tree	181	ˈaɾvuɾɨ	aɾvuɾɨ	a ɾ v u ɾ ɨ	1856
